,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
38174,38174,189181,164695,3/14/2014 0:00,65,71,right,medium,medium,62,65,50,59,68,70,53,67,58,69,72,66,72,60,59,72,71,71,74,69,57,23,62,56,59,22,23,26,6,10,9,8,10
38175,38175,189181,164695,10/18/2013 0:00,65,71,right,medium,medium,62,65,50,59,68,70,53,67,58,69,72,66,72,60,59,72,71,71,74,69,57,23,62,56,59,22,23,26,6,10,9,8,10
38176,38176,189181,164695,9/20/2013 0:00,67,72,right,medium,medium,62,65,50,59,76,73,53,67,58,72,72,66,72,60,59,77,71,71,74,73,57,23,62,56,59,22,23,26,6,10,9,8,10
38177,38177,189181,164695,3/8/2013 0:00,67,72,right,medium,medium,62,65,50,59,76,74,53,69,58,73,72,66,72,60,59,77,71,69,74,76,57,23,62,60,59,22,23,26,6,10,9,8,10
38178,38178,189181,164695,2/15/2013 0:00,67,72,right,medium,medium,62,65,50,59,76,74,53,69,58,73,72,66,72,60,59,77,71,69,74,76,57,23,62,60,59,22,23,26,6,10,9,8,10
38179,38179,189181,164695,8/31/2012 0:00,69,72,right,medium,medium,39,69,51,52,76,74,53,69,32,73,72,66,72,62,59,77,71,69,74,76,57,23,67,60,59,22,23,26,6,10,9,8,10
38180,38180,189181,164695,2/22/2012 0:00,67,72,right,medium,medium,39,68,51,44,70,69,53,69,32,67,72,75,72,62,59,72,71,69,73,71,57,23,67,60,59,22,23,26,6,10,9,8,10
38181,38181,189181,164695,8/30/2011 0:00,65,72,right,medium,medium,39,64,53,44,65,66,53,43,32,65,72,74,72,62,59,71,71,62,73,61,52,23,67,59,59,22,23,26,6,10,9,8,10
38182,38182,189181,164695,2/22/2011 0:00,65,71,right,medium,medium,39,63,53,44,65,70,53,43,32,67,78,74,72,62,62,76,63,65,57,61,52,23,67,63,59,22,23,26,6,10,9,8,10
38183,38183,189181,164695,8/30/2010 0:00,65,71,right,medium,medium,39,63,53,44,65,70,53,43,32,67,78,74,72,62,62,76,63,65,57,61,52,23,67,63,59,22,23,26,6,10,9,8,10
38184,38184,189181,164695,2/22/2010 0:00,65,75,right,medium,medium,39,68,52,44,65,63,53,43,32,64,73,76,72,77,62,73,63,63,57,58,52,58,61,63,34,22,23,26,8,22,32,22,22
38185,38185,189181,164695,8/30/2009 0:00,63,75,right,medium,medium,39,66,52,44,65,63,53,43,32,64,73,76,72,77,62,63,63,63,57,54,52,58,61,63,34,22,23,26,8,22,32,22,22
38186,38186,189181,164695,2/22/2007 0:00,63,75,right,medium,medium,39,66,52,44,65,63,53,43,32,64,73,76,72,77,62,63,63,63,57,54,52,58,61,63,34,22,23,26,8,22,32,22,22
38187,38187,208160,304855,4/28/2016 0:00,70,76,left,medium,medium,56,67,50,72,55,72,69,61,66,72,63,66,67,61,77,64,80,70,65,65,54,47,70,74,55,56,32,31,12,13,14,8,9
38188,38188,208160,304855,4/21/2016 0:00,70,76,left,medium,medium,56,67,50,72,55,72,69,61,66,72,63,66,67,61,77,64,80,70,65,65,54,47,70,74,55,56,32,31,12,13,14,8,9
38189,38189,208160,304855,4/7/2016 0:00,70,76,left,medium,medium,56,69,50,73,55,73,69,61,65,73,63,66,67,61,77,63,81,70,65,63,54,47,70,74,55,56,49,35,12,13,14,8,9
38190,38190,208160,304855,3/17/2016 0:00,70,76,left,medium,medium,53,69,50,73,55,73,67,61,65,73,63,66,67,61,77,63,81,70,65,63,54,47,70,74,55,56,49,35,12,13,14,8,9
38191,38191,208160,304855,9/21/2015 0:00,68,76,left,medium,medium,53,66,50,70,51,72,64,61,62,71,63,66,67,61,77,63,81,70,65,60,54,47,69,70,55,56,49,35,12,13,14,8,9
38192,38192,208160,304855,5/22/2015 0:00,67,75,left,medium,medium,52,63,49,69,50,69,63,60,61,69,63,66,67,60,77,62,81,65,65,59,53,46,68,69,54,55,48,34,11,12,13,7,8
38193,38193,208160,304855,5/15/2015 0:00,66,74,left,medium,medium,52,63,49,68,50,69,63,60,61,69,63,66,67,60,77,62,81,65,65,59,53,46,68,67,54,55,48,34,11,12,13,7,8
38194,38194,208160,304855,4/24/2015 0:00,66,73,left,medium,medium,52,62,49,68,50,69,63,60,61,69,63,66,67,60,77,62,81,65,65,59,53,46,68,67,54,55,48,34,11,12,13,7,8
38195,38195,208160,304855,2/6/2015 0:00,66,73,left,medium,medium,52,62,49,68,50,69,63,58,61,69,63,66,67,60,77,62,81,65,65,59,53,46,68,67,54,55,48,34,11,12,13,7,8
38196,38196,208160,304855,1/23/2015 0:00,66,73,left,medium,medium,52,62,49,68,50,69,63,58,59,69,63,66,67,60,77,62,81,65,65,59,53,46,68,65,54,55,48,34,11,12,13,7,8
38197,38197,208160,304855,12/19/2014 0:00,66,73,left,medium,medium,52,62,49,68,50,69,63,58,59,69,63,66,67,60,77,62,81,65,65,59,53,46,68,65,54,55,48,34,11,12,13,7,8
38198,38198,208160,304855,11/7/2014 0:00,64,69,left,medium,medium,52,62,49,67,50,69,63,58,58,67,59,66,66,60,77,62,81,63,65,58,53,46,67,62,54,55,48,34,11,12,13,7,8
38199,38199,208160,304855,10/10/2014 0:00,64,69,left,medium,medium,52,62,49,67,50,69,63,58,58,67,59,66,66,60,77,62,81,63,65,58,53,46,67,62,54,55,48,34,11,12,13,7,8
38200,38200,208160,304855,10/2/2014 0:00,60,69,left,medium,medium,48,38,49,64,50,66,60,58,50,64,56,66,66,60,77,60,81,63,65,37,49,46,66,57,54,55,48,34,11,12,13,7,8
38201,38201,208160,304855,9/18/2014 0:00,60,69,left,medium,medium,48,38,49,64,50,66,60,58,50,64,56,66,66,60,77,60,81,63,65,37,49,46,66,57,54,55,48,34,11,12,13,7,8
38202,38202,208160,304855,7/18/2014 0:00,59,69,left,medium,medium,48,38,49,62,50,66,60,58,50,64,56,65,66,60,77,60,81,63,65,37,49,46,66,57,54,55,48,34,11,12,13,7,8
38203,38203,208160,304855,2/7/2014 0:00,59,69,left,medium,medium,48,38,49,62,50,66,60,58,50,64,56,65,66,60,77,60,81,63,65,37,49,46,66,57,54,55,48,34,11,12,13,7,8
38204,38204,208160,304855,9/20/2013 0:00,59,70,left,medium,medium,48,38,49,62,50,66,60,58,50,64,56,65,66,60,77,60,81,63,65,37,49,46,66,57,54,55,48,34,11,12,13,7,8
38205,38205,208160,304855,8/31/2012 0:00,57,74,left,medium,medium,48,38,49,62,51,66,61,58,51,64,56,65,66,60,77,61,81,63,65,37,55,46,66,57,54,55,48,34,11,12,13,7,8
38206,38206,208160,304855,2/22/2012 0:00,53,74,left,medium,medium,48,40,28,62,51,66,61,58,51,64,67,64,78,45,84,45,60,63,31,37,21,38,48,55,54,15,33,29,11,12,13,7,8
38207,38207,208160,304855,2/22/2007 0:00,53,74,left,medium,medium,48,40,28,62,51,66,61,58,51,64,67,64,78,45,84,45,60,63,31,37,21,38,48,55,54,15,33,29,11,12,13,7,8
38208,38208,212127,119014,4/28/2016 0:00,73,76,right,medium,medium,67,65,54,72,70,77,66,74,59,79,87,88,75,53,67,62,49,60,34,60,67,24,79,68,49,26,33,28,14,10,11,11,9
38209,38209,212127,119014,4/21/2016 0:00,74,77,right,medium,medium,67,73,54,72,70,77,66,74,59,79,87,88,75,53,67,66,49,60,34,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38210,38210,212127,119014,2/18/2016 0:00,74,78,right,medium,medium,67,73,54,72,70,77,71,79,63,79,87,88,75,53,67,66,49,60,34,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38211,38211,212127,119014,1/21/2016 0:00,73,77,right,medium,medium,67,73,54,72,70,77,71,79,63,79,87,77,75,53,67,66,49,60,34,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38212,38212,212127,119014,1/14/2016 0:00,73,77,right,medium,medium,67,73,54,72,70,77,71,79,63,79,87,77,75,53,67,66,49,60,41,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38213,38213,212127,119014,11/6/2015 0:00,72,76,right,medium,medium,67,73,54,72,70,77,71,79,63,79,87,77,75,53,67,66,49,60,41,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38214,38214,212127,119014,9/21/2015 0:00,72,78,right,medium,medium,67,73,54,72,70,77,71,79,63,79,87,77,75,53,67,66,49,60,41,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38215,38215,212127,119014,2/22/2007 0:00,72,78,right,medium,medium,67,73,54,72,70,77,71,79,63,79,87,77,75,53,67,66,49,60,41,60,67,24,79,68,51,26,33,28,14,10,11,11,9
38216,38216,148810,26492,2/22/2012 0:00,69,69,right,medium,medium,68,55,38,58,62,76,67,60,57,69,76,72,78,67,75,60,72,63,65,68,66,35,68,57,58,30,42,21,10,13,15,7,15
38217,38217,148810,26492,8/30/2011 0:00,68,68,right,medium,medium,67,55,40,58,59,76,65,60,57,69,74,72,78,69,75,63,72,63,65,69,66,45,69,53,58,30,45,41,10,13,15,7,15
38218,38218,148810,26492,8/30/2010 0:00,68,69,right,medium,medium,67,55,40,58,59,76,42,60,57,69,76,74,73,69,71,63,61,72,62,69,71,45,69,53,37,30,45,41,10,13,15,7,15
38219,38219,148810,26492,2/22/2010 0:00,67,69,right,medium,medium,64,55,40,58,59,72,42,60,57,67,74,76,73,65,71,63,61,70,62,69,67,53,56,53,55,30,45,41,14,24,57,24,24
38220,38220,148810,26492,8/30/2009 0:00,65,68,right,medium,medium,61,55,40,58,59,67,42,60,57,65,74,76,73,65,71,63,61,71,62,69,67,53,56,53,55,30,45,41,14,24,57,24,24
38221,38221,148810,26492,2/22/2009 0:00,64,66,right,medium,medium,69,55,40,68,59,64,42,60,63,63,61,59,73,65,71,63,61,74,62,73,67,53,56,53,55,30,45,41,14,24,63,24,24
38222,38222,148810,26492,2/22/2008 0:00,64,66,right,medium,medium,69,55,40,68,59,64,42,60,63,63,61,59,73,65,71,63,61,74,62,73,67,53,56,53,55,30,45,41,14,24,63,24,24
38223,38223,148810,26492,8/30/2007 0:00,64,66,right,medium,medium,69,55,40,68,59,64,42,60,63,63,61,59,73,65,71,63,61,74,62,73,67,53,56,53,55,30,45,41,14,24,63,24,24
38224,38224,148810,26492,2/22/2007 0:00,61,62,right,medium,medium,61,55,36,39,59,73,42,46,53,57,61,59,73,65,71,53,61,76,76,69,61,53,56,53,46,30,45,41,14,9,53,11,14
38225,38225,184399,150210,1/31/2014 0:00,67,75,right,medium,medium,25,25,25,35,25,25,25,25,35,30,65,60,60,64,65,25,85,52,68,25,22,21,25,25,25,25,25,25,71,64,65,60,75
38226,38226,184399,150210,10/11/2013 0:00,67,75,right,medium,medium,25,25,25,35,25,25,25,25,35,30,65,60,60,64,65,25,85,52,68,25,22,21,25,25,25,25,25,25,71,64,65,60,75
38227,38227,184399,150210,9/20/2013 0:00,67,75,right,medium,medium,25,25,25,35,25,25,25,25,35,30,65,60,60,64,65,25,85,52,68,25,22,21,25,25,25,25,25,25,71,64,65,60,75
38228,38228,184399,150210,8/31/2012 0:00,67,75,right,medium,medium,25,25,25,35,25,25,25,25,35,30,65,60,60,64,65,25,85,52,68,25,22,21,25,25,25,25,25,25,71,64,65,60,75
38229,38229,184399,150210,2/22/2012 0:00,65,71,right,medium,medium,25,25,25,35,25,25,25,25,35,30,62,60,66,64,65,25,73,52,68,25,22,21,25,25,25,25,25,25,70,64,65,60,71
38230,38230,184399,150210,8/30/2011 0:00,65,74,right,medium,medium,25,25,25,35,25,25,25,25,35,30,62,60,66,61,65,25,73,52,58,25,28,21,25,25,25,25,9,25,71,64,65,60,72
38231,38231,184399,150210,2/22/2011 0:00,66,80,right,medium,medium,25,25,25,45,5,9,25,25,42,30,72,68,66,61,45,25,73,52,58,9,28,21,8,25,25,25,20,25,71,64,65,60,72
38232,38232,184399,150210,8/30/2010 0:00,68,80,right,medium,medium,25,25,25,45,5,9,25,25,42,30,72,68,66,61,45,25,73,69,58,9,28,21,8,25,25,25,20,25,73,64,62,64,73
38233,38233,184399,150210,2/22/2010 0:00,69,78,right,medium,medium,21,21,21,45,5,21,25,25,69,30,72,68,66,61,45,21,73,69,58,21,28,33,60,25,58,21,21,25,74,64,69,64,74
38234,38234,184399,150210,8/30/2009 0:00,68,75,right,medium,medium,21,21,21,45,5,21,25,25,69,30,72,68,66,61,45,21,73,69,58,21,28,33,60,25,58,21,21,25,72,64,69,64,72
38235,38235,184399,150210,2/22/2009 0:00,65,75,right,medium,medium,21,21,21,35,5,21,25,25,68,21,32,61,66,41,45,21,73,69,48,21,28,33,60,25,58,21,21,25,71,61,68,63,71
38236,38236,184399,150210,8/30/2008 0:00,64,75,right,medium,medium,21,21,21,35,5,21,25,25,68,21,32,61,66,41,45,21,73,69,48,21,28,33,60,25,58,21,21,25,71,61,68,63,71
38237,38237,184399,150210,8/30/2007 0:00,64,64,right,medium,medium,21,21,21,35,5,21,25,25,68,21,32,30,66,41,45,21,73,69,48,21,28,33,60,25,58,21,21,25,66,65,68,65,66
38238,38238,184399,150210,2/22/2007 0:00,64,64,right,medium,medium,21,21,21,35,5,21,25,25,68,21,32,30,66,41,45,21,73,69,48,21,28,33,60,25,58,21,21,25,66,65,68,65,66
38239,38239,215437,449205,4/7/2016 0:00,59,69,right,medium,medium,49,20,45,48,26,63,32,33,44,61,66,64,57,56,75,33,61,56,58,26,52,62,38,38,36,64,64,62,12,14,10,14,6
38240,38240,215437,449205,3/10/2016 0:00,59,70,right,medium,medium,49,20,45,48,26,63,32,33,44,61,66,64,57,56,75,33,61,56,58,26,52,62,38,38,36,64,64,62,12,14,10,14,6
38241,38241,215437,449205,9/21/2015 0:00,59,70,right,medium,medium,49,20,45,48,26,63,32,33,44,61,66,64,57,56,75,33,61,56,56,26,52,62,38,38,36,64,64,62,12,14,10,14,6
38242,38242,215437,449205,7/3/2015 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,60,66,68,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38243,38243,215437,449205,6/12/2015 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,60,66,68,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38244,38244,215437,449205,5/15/2015 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,60,66,68,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38245,38245,215437,449205,5/8/2015 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,63,66,68,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38246,38246,215437,449205,11/14/2014 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,63,62,62,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38247,38247,215437,449205,10/10/2014 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,63,62,62,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38248,38248,215437,449205,9/18/2014 0:00,57,68,right,medium,medium,48,25,44,47,25,62,31,32,43,63,62,62,57,55,75,32,61,58,56,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38249,38249,215437,449205,7/18/2014 0:00,57,72,right,medium,medium,48,25,44,47,25,62,31,32,43,63,66,63,57,55,75,32,61,58,47,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38250,38250,215437,449205,2/7/2014 0:00,57,72,right,medium,medium,48,25,44,47,25,62,31,32,43,63,66,63,57,55,75,32,61,58,47,25,51,61,37,37,35,60,61,58,11,13,9,13,5
38251,38251,215437,449205,11/29/2013 0:00,54,72,right,medium,medium,48,25,44,47,25,57,31,32,43,56,66,63,57,55,75,32,61,58,47,25,51,57,37,37,35,54,56,54,11,13,9,13,5
38252,38252,215437,449205,9/20/2013 0:00,54,72,right,medium,medium,48,25,44,47,25,57,31,32,43,56,66,63,57,55,75,32,61,58,47,25,51,57,37,37,35,54,56,54,11,13,9,13,5
38253,38253,215437,449205,5/24/2013 0:00,54,72,right,medium,medium,48,25,44,47,25,57,31,32,43,56,66,63,57,55,75,32,61,58,47,25,51,57,37,37,35,54,56,54,11,13,9,13,5
38254,38254,215437,449205,2/22/2007 0:00,54,72,right,medium,medium,48,25,44,47,25,57,31,32,43,56,66,63,57,55,75,32,61,58,47,25,51,57,37,37,35,54,56,54,11,13,9,13,5
38255,38255,223877,609733,6/9/2016 0:00,66,76,right,medium,medium,65,36,65,56,30,63,42,36,47,69,69,73,64,59,68,35,64,71,66,30,55,62,57,58,49,62,67,69,14,13,11,9,8
38256,38256,223877,609733,6/2/2016 0:00,66,76,right,medium,medium,65,36,65,56,30,63,42,36,47,69,69,73,64,59,68,35,64,71,66,30,55,62,57,58,49,62,67,69,14,13,11,9,8
38257,38257,223877,609733,5/12/2016 0:00,66,76,right,medium,medium,65,36,65,56,30,63,42,36,47,69,69,73,64,59,68,35,64,71,66,30,55,62,57,58,49,62,67,69,14,13,11,9,8
38258,38258,223877,609733,4/21/2016 0:00,66,76,right,medium,medium,65,36,65,56,30,63,42,36,47,69,69,73,64,59,68,35,64,71,66,30,55,62,57,58,49,62,67,69,14,13,11,9,8
38259,38259,223877,609733,4/14/2016 0:00,64,75,right,medium,medium,63,36,65,53,30,59,42,36,34,67,69,65,64,59,64,35,64,68,62,30,53,62,50,39,49,58,65,69,14,13,11,9,8
38260,38260,223877,609733,3/17/2016 0:00,64,75,right,medium,medium,63,36,65,53,30,59,42,36,34,67,69,65,64,59,64,35,64,68,62,30,53,62,50,39,49,58,65,69,14,13,11,9,8
38261,38261,223877,609733,2/11/2016 0:00,64,75,right,medium,medium,63,36,65,53,30,59,42,36,34,67,69,65,64,59,64,35,64,68,62,30,53,62,50,39,49,58,65,69,14,13,11,9,8
38262,38262,223877,609733,1/7/2016 0:00,64,75,right,medium,medium,63,36,65,53,30,59,42,36,34,67,69,65,64,59,64,35,64,68,62,30,53,62,50,39,49,58,65,69,14,13,11,9,8
38263,38263,223877,609733,11/19/2015 0:00,64,75,right,medium,medium,63,36,65,53,30,59,42,36,34,67,69,65,64,59,64,35,64,68,62,30,53,62,50,39,49,58,65,69,14,13,11,9,8
38264,38264,223877,609733,10/16/2015 0:00,64,75,right,medium,medium,63,36,65,53,30,59,42,36,34,67,69,65,64,59,64,35,64,68,62,30,53,62,50,39,49,58,65,69,14,13,11,9,8
38265,38265,223877,609733,10/9/2015 0:00,64,75,right,medium,medium,64,36,65,53,30,59,42,36,34,67,69,65,62,59,64,35,64,68,63,30,53,61,50,38,49,58,65,69,14,13,11,9,8
38266,38266,223877,609733,9/21/2015 0:00,64,75,right,medium,medium,64,36,65,53,30,59,42,36,34,67,69,65,62,59,64,35,64,68,63,30,53,61,50,38,49,59,65,69,14,13,11,9,8
38267,38267,223877,609733,5/22/2015 0:00,60,71,right,medium,medium,63,35,65,52,29,58,41,35,33,66,69,65,62,58,64,34,64,68,63,29,52,52,49,37,48,55,62,65,13,12,10,8,7
38268,38268,223877,609733,3/27/2015 0:00,60,71,right,medium,medium,63,35,65,52,29,58,41,35,33,66,69,65,62,58,64,34,64,68,63,29,52,52,49,37,48,55,62,65,13,12,10,8,7
38269,38269,223877,609733,2/27/2015 0:00,60,71,right,medium,medium,63,35,65,52,29,58,41,35,33,66,69,65,62,58,64,34,64,68,63,29,52,52,49,37,48,55,62,65,13,12,10,8,7
38270,38270,223877,609733,2/22/2007 0:00,60,71,right,medium,medium,63,35,65,52,29,58,41,35,33,66,69,65,62,58,64,34,64,68,63,29,52,52,49,37,48,55,62,65,13,12,10,8,7
38271,38271,161651,32553,10/10/2014 0:00,63,63,right,low,medium,52,49,67,63,23,57,41,61,61,58,64,65,68,66,54,62,54,60,71,56,70,62,30,46,54,61,62,60,13,9,15,9,15
38272,38272,161651,32553,9/18/2014 0:00,63,63,right,low,medium,52,49,67,63,23,57,41,61,61,58,64,65,68,66,54,62,54,60,71,56,70,62,30,46,54,61,62,60,13,9,15,9,15
38273,38273,161651,32553,1/3/2014 0:00,63,63,right,low,medium,52,49,67,63,23,57,41,61,61,58,64,65,68,66,54,62,54,60,71,56,70,62,30,46,54,61,62,60,13,9,15,9,15
38274,38274,161651,32553,9/20/2013 0:00,65,68,right,low,medium,52,49,67,63,23,62,41,61,61,62,64,65,68,66,54,62,54,60,71,56,70,67,30,46,54,64,66,63,13,9,15,9,15
38275,38275,161651,32553,5/31/2013 0:00,63,68,right,low,medium,52,49,67,63,23,62,41,61,61,62,64,65,70,66,56,62,54,60,71,56,70,67,30,46,54,64,66,63,13,9,15,9,15
38276,38276,161651,32553,4/5/2013 0:00,63,68,right,low,medium,52,49,67,63,23,62,41,61,61,62,64,65,70,66,56,62,54,60,71,56,70,67,30,46,54,64,66,63,13,9,15,9,15
38277,38277,161651,32553,2/15/2013 0:00,63,68,right,low,medium,52,49,67,63,23,62,41,66,61,62,64,65,70,66,56,60,54,60,71,56,68,67,30,46,54,64,66,61,13,9,15,9,15
38278,38278,161651,32553,8/31/2012 0:00,63,69,right,low,medium,52,49,67,63,23,56,41,66,61,62,64,65,70,66,56,38,57,60,71,34,68,67,30,46,54,64,66,61,13,9,15,9,15
38279,38279,161651,32553,2/22/2012 0:00,63,69,right,low,medium,52,49,67,63,23,53,41,66,61,62,61,65,70,66,56,38,57,60,67,34,68,67,30,46,54,64,66,61,13,9,15,9,15
38280,38280,161651,32553,8/30/2011 0:00,64,69,right,low,medium,52,49,69,63,23,53,41,66,61,63,61,65,72,66,61,38,57,60,67,34,68,67,30,46,54,66,67,61,13,9,15,9,15
38281,38281,161651,32553,2/22/2011 0:00,67,78,right,low,medium,53,49,72,68,57,54,44,66,61,64,68,69,72,67,76,38,72,66,78,34,72,74,30,56,54,66,67,62,13,9,15,9,15
38282,38282,161651,32553,8/30/2010 0:00,68,78,right,low,medium,53,49,73,68,57,54,44,57,61,64,68,69,72,68,76,38,72,66,78,34,72,78,30,56,54,66,67,62,13,9,15,9,15
38283,38283,161651,32553,2/22/2010 0:00,65,78,right,low,medium,53,21,68,68,57,54,44,9,61,64,68,69,72,68,76,38,72,66,72,21,61,53,57,56,70,66,67,62,9,21,61,21,21
38284,38284,161651,32553,8/30/2009 0:00,68,78,right,low,medium,57,21,72,68,57,54,44,9,61,69,68,73,72,68,76,38,72,68,74,21,61,53,57,56,70,71,72,62,9,21,61,21,21
38285,38285,161651,32553,8/30/2008 0:00,66,72,right,low,medium,57,21,72,68,57,54,44,9,61,66,61,66,72,62,76,38,72,63,71,21,61,53,57,56,57,68,69,62,9,21,61,21,21
38286,38286,161651,32553,8/30/2007 0:00,68,68,right,low,medium,62,48,71,66,57,52,44,38,60,64,58,65,72,63,76,54,72,67,67,38,54,54,59,56,58,66,68,62,9,21,60,21,21
38287,38287,161651,32553,2/22/2007 0:00,60,68,right,low,medium,62,48,63,63,57,52,44,58,60,58,58,67,72,63,76,54,72,60,57,38,54,54,59,56,58,58,63,62,9,15,60,8,5
38288,38288,50598,23949,4/7/2016 0:00,73,73,right,low,low,54,78,76,58,73,64,68,58,31,67,75,73,73,73,65,79,73,58,64,68,43,23,78,50,75,21,19,20,8,9,13,6,8
38289,38289,50598,23949,9/21/2015 0:00,73,73,right,low,low,54,78,76,58,73,64,68,58,31,67,75,73,73,73,65,79,73,58,64,68,43,23,78,50,75,21,19,20,8,9,13,6,8
38290,38290,50598,23949,7/3/2015 0:00,74,74,right,low,low,58,78,75,62,72,63,67,65,30,66,75,79,73,75,65,78,73,58,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38291,38291,50598,23949,5/29/2015 0:00,74,74,right,low,low,58,78,75,62,72,63,67,65,30,66,75,79,73,75,65,78,73,58,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38292,38292,50598,23949,1/9/2015 0:00,74,74,right,low,low,58,78,75,62,72,63,67,65,30,66,75,79,73,75,65,78,73,58,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38293,38293,50598,23949,1/2/2015 0:00,74,74,right,low,low,58,78,75,62,72,63,67,65,30,66,75,79,73,75,65,78,73,58,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38294,38294,50598,23949,11/28/2014 0:00,74,74,right,low,low,58,78,75,62,72,63,67,65,30,66,75,79,73,75,65,78,73,58,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38295,38295,50598,23949,9/18/2014 0:00,74,74,right,low,low,58,78,75,62,72,63,67,65,30,66,75,79,73,75,65,78,73,58,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38296,38296,50598,23949,5/16/2014 0:00,74,74,right,low,low,58,78,75,62,72,63,67,69,30,66,75,80,73,75,65,78,73,60,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38297,38297,50598,23949,4/4/2014 0:00,74,74,right,low,low,58,78,75,62,72,63,67,69,30,66,75,80,73,75,65,78,73,60,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38298,38298,50598,23949,3/21/2014 0:00,74,74,right,low,low,58,80,75,62,72,63,67,69,30,66,75,80,73,75,65,78,73,60,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7
38299,38299,50598,23949,2/14/2014 0:00,75,75,right,low,low,58,82,75,62,72,63,67,69,30,66,75,80,73,75,65,78,73,68,64,67,42,22,83,49,77,20,25,25,7,8,12,5,7
38300,38300,50598,23949,1/24/2014 0:00,75,75,right,low,low,58,82,75,62,72,63,67,69,30,66,76,81,73,76,65,78,73,68,64,67,42,22,83,49,77,20,25,25,7,8,12,5,7
38301,38301,50598,23949,12/20/2013 0:00,76,76,right,low,low,58,83,76,62,74,64,67,69,30,67,76,81,73,76,65,80,73,68,66,70,42,22,83,49,77,20,25,25,7,8,12,5,7
38302,38302,50598,23949,12/6/2013 0:00,77,77,right,low,low,58,85,76,62,74,64,67,69,30,67,76,81,73,76,65,80,73,68,66,70,42,22,83,49,77,20,25,25,7,8,12,5,7
38303,38303,50598,23949,11/29/2013 0:00,77,77,right,medium,low,58,87,76,62,75,64,67,69,30,67,76,81,73,77,65,80,73,68,68,70,42,22,83,49,77,20,25,25,7,8,12,5,7
38304,38304,50598,23949,9/20/2013 0:00,78,78,right,medium,low,58,87,77,62,77,64,67,69,30,67,76,82,73,77,65,80,73,68,68,71,42,22,84,49,77,20,25,25,7,8,12,5,7
38305,38305,50598,23949,5/17/2013 0:00,81,81,right,medium,low,65,87,77,63,74,70,69,69,31,71,82,86,78,81,70,83,78,67,69,71,55,22,87,57,76,22,38,33,7,8,12,5,7
38306,38306,50598,23949,5/3/2013 0:00,81,81,right,medium,low,65,87,77,63,74,70,69,69,31,71,83,87,78,81,70,83,78,67,69,71,55,22,87,57,76,22,38,33,7,8,12,5,7
38307,38307,50598,23949,4/19/2013 0:00,81,81,right,medium,low,65,88,77,63,74,70,69,69,31,71,83,87,78,81,70,83,78,67,69,71,55,22,87,57,76,22,38,33,7,8,12,5,7
38308,38308,50598,23949,3/8/2013 0:00,81,81,right,medium,low,65,88,77,63,74,70,69,69,31,71,84,88,78,81,70,83,78,67,69,71,55,22,87,57,76,22,38,33,7,8,12,5,7
38309,38309,50598,23949,8/31/2012 0:00,82,82,right,medium,low,65,88,79,63,75,71,69,69,31,72,84,89,78,82,70,83,78,67,69,72,55,22,87,57,76,22,38,33,7,8,12,5,7
